Mandarin,English
"光明
guāngmíng","bright
guāngmíng"
"组成
zǔchéng","composition
zǔchéng"
"倒下
dǎoxià","Down
dǎoxià"
"walk
walk","walk
walk"
"lily
lily","lily
lily"
"欢迎光临
huānyíngguānglín","welcome
huānyíngguānglín"
"谋
móu","seek
móu"
"es
es","es
es"
"fnnoto
fnnoto","fnnoto
fnnoto"
"设置
shèzhì","Set up
shèzhì"
"周五
zhōuwǔ","Friday
zhōuwǔ"
"芙
fú","Lotus
fú"
"下场
xiàchang","Fate
xiàchang"
"形容
xíngróng","describe
xíngróng"
"等于
děngyú","equal
děngyú"
"停车场
tíngchēchǎng","parking lot
tíngchēchǎng"
"kids
kids","kids
kids"
"钓鱼
diàoyú","fishing
diàoyú"
"过夜
guòyè","overnight
guòyè"
"ね
ね","Ne
Ne"
"抬起
táiqǐ","Lift up
táiqǐ"
"较
jiào","Relatively
jiào"
"模仿
mófǎng","imitate
mófǎng"
"他會
tā huì","He can
tā huì"
"保證
bǎozhèng","Guarantee
bǎozhèng"
"室友
shìyǒu","roommate
shìyǒu"
"地震
dìzhèn","earthquake
dìzhèn"
"信念
xìnniàn","belief
xìnniàn"
"aren
aren","aren
aren"
"竟
jìng","actually
jìng"
"带领
dàilǐng","lead
dàilǐng"
"保守
bǎoshǒu","Conservatism
bǎoshǒu"
"ﻰ
ﻰ","ى
ى"
"股票
gǔpiào","stock
gǔpiào"
"上路
shànglù","On the road
shànglù"
"阴谋
yīnmóu","conspiracy
yīnmóu"
"立场
lìchǎng","position
lìchǎng"
"王国
wángguó","kingdom
wángguó"
"顶
dǐng","top
dǐng"
"嘿嘿
hēihēi","Hehe
hēihēi"
"仁慈
réncí","kindness
réncí"
"待会儿
dāihuìr","A little later
dāihuìr"
"number
number","number
number"
"换个
huàn gè","Change
huàn gè"
"贝丝
bèi sī","Bess
bèi sī"
"没事儿
méishìr","All right
méishìr"
"探索
tànsuǒ","explore
tànsuǒ"
"毛巾
máojīn","towel
máojīn"
"afraid
afraid","afraid
afraid"
"处女
chǔnǚ","virgin
chǔnǚ"
"吸毒
xīdú","drug
xīdú"
"直觉
zhíjué","intuition
zhíjué"
"相似
xiāngsì","similar
xiāngsì"
"回复
huífù","Reply
huífù"
"看見
kànjiàn","see
kànjiàn"
"及时
jíshí","timely
jíshí"
"现象
xiànxiàng","phenomenon
xiànxiàng"
"通道
tōngdào","aisle
tōngdào"
"解決
jiějué","solve
jiějué"
"宰
zǎi","slaughter
zǎi"
"嫌疑人
xiányírén","suspects
xiányírén"
