、,","
門番,Gate keeper
ありゃあ,Aryaa
期末,End of term
アリガトウ,Thank You
アンモニウム,Ammonium
野宿,Homeless
光明,Hope
、,","
南下,Going south
馬場園,Baba Gardens
嗅ぎ付け,Scented
信徒,Laity
ゴア,Gore
フィルモア,Fillmore
乳児,infant
呼びつけ,Summoned
蛍火,Light of a firefly
凍り付,With freezing
寝入,Ney
陽光,Sunlight
グアム,Guam
アンモニア,ammonia
通電,Energization
難局,Difficult situation
感嘆,admiration
土手,bank
アストリア,Astoria
磁力,Magnetic force
アカプルコ,Acapulco
作り物,made up
着心地,Comfortable
倹約,Frugality
味気,Insipid
書店,Bookshop
行き届,Notification to go
極小,Minimum
足掻,Foot the take
伊達,Date
草食,Herbivorous
武勇,Bravery
外気,Open air
あほ,Aho
弱音,Complaints
気体,gas
人差し,Index finger
空か,Empty or
立ち回,Tachimawa
均等,Equality
仕送り,Allowance
手羽,Wings
来店,Coming to the store
転身,Turnover
借り物,borrowed thing
器材,Equipment
両腕,Both arms
爆死,Bomb victim
含有,Contain
気安,Care depreciation
理花,Rika
故殺,Manslaughter
靴屋,Shoe store
三流,Third rate
抽選,lottery
石棺,sarcophagus
他愛,Altruism
賞味,Relish
雇い主に,To the employer
白目,White of the eye
家路,The road home
本田,Honda
由香,Yuka
否応,Inevitably
国有,State-owned
勅命,Imperial command
加盟,Affiliation
ファイアーウォール,Fire wall
東陽,Toyo
種目,Event
接見,Interview
親近,Affinity
巣立,Nest standing
応対,Answering
物品,Goods
ドアー,Door
置換え,Substitute
築地,Tsukiji
讃美,Praised
劇団,Troupe
打ち消,Hit consumption
あっと,Jack Robinson
曲がりくね,Magarikune
手渡し,Hand delivery
出来ん,I can do
導き出,Out lead
役得,Perquisite
過労,overwork
与,Given
根付,Netsuke
南口,South entrance
実名,real name
若々し,Youthfulness
アルバイノ,Arubaino
共食い,cannibalism
アライ,Arai
定番,Classic
必用,Necessity
種馬,Stallion
明記,Specification
総司祭,Total priest
法定,legal
あげれ,Been raised
映せ,Utsuse
離反,Away from
制止,Restraint
シディアス,Sidious
助太刀,Sukedachi
東経,east longitude
ディアベル,Diaberu
目論見,Intention
入局,He joined
賛美歌,Hymn
木っ端,Matchwood
御所,Imperial Palace
平地,Level ground
あす,tomorrow
直系,Direct line
双生,Twins
立ち話,I stood talking
発情,Rut
人嫌い,Dislike of people
キリアン,Kilian
逆流,Regurgitation
死産,stillbirth
あやふや,Uncertain
構図,composition
あらま,Alama
転機,turning point
生首,Namakubi
灰田,Haida
アーカム,Arkham
豊作,Bumper crop
純然,Pure and simple
引き替え,Exchange
失言,Slip of the tongue
在り,Ali
指標,index
遺留,Bequest
軽度,Mild
同郷,Same province
連,Communicating
石打ち,Stoned
給付,Payment
荷馬車,Wagon
器量,Personal beauty
導火,Flash Point
広げろ,Hirogero
物価,prices
予習,Prep
内政,Domestic affairs
携行,Carrying
アントニナ,Antonina
親身,Cordial
あらっ,Wash
首位,First place
蓄音,蓄音
音痴,Tone deafness
火種,Live coals
アレキサンドリア,Alexandria
馬鹿野朗,Fool curse
客席,Seats
金貸,Moneylender
謀略,Plot
追い上,Above chase
加奈,Kana
興,Fun
分かれ道,Fork in the road
ドアマン,doorman
水力,Hydraulic power
客間,Parlor
心外,Regrettable
同日,Same day
引きこもり,Social withdrawal
演算,Calculation
メアリ,Mary
月給,Monthly salary
バリアン,Varian
聞こえん,Kikoen
末っ子,Youngest child
謀反,rebellion
葛原,Kuzuhara
ま～,Or ~
内外,Inside and outside
無惨,Miserably
土屋,Tsuchiya
アンドラーシュ,Andras
聞きな,Do not listen
集約,Aggregation
話話,small talk
数列,Progression
大佐殿,Colonel dono
当家,Toke
車掌,conductor
取り繕,Take 繕
壇上,Podium
飽和,Saturation
所帯,Household
解禁,Ban
番手,Count
河川,Rivers
念頭,mind
値上げ,Price increases
食い違い,Discrepancy
投手,pitcher
馬乗り,Horseback riding
手筈,Arrangements
フィアー,Fear
体現,Personification
あがり,Goes up
止まれ,stop
大正解,Large correct answer
気紛れ,Whim
山奥,Mountain recesses
安売り,Discount
アナウンサー,announcer
ペトロシアン,Petoroshian
当り前,Truths
反証,Disproof
逆立ち,Handstand
胸当て,breastplate
横行,Rampant
福岡,Fukuoka
ゃあ,Yaa
術後,Postoperative
仮病,Feigned illness
体外,Outside the body
念力,Willpower
救い主,Savior
出合,Deai
盗用,Plagiarism
人骨,Human bones
水域,Water area
不正解,Incorrect answer
アクロン,Akron
ナイアス,Naiasu
受動,passive
アアーッ,Aa'
利権,Concession
鎮火,Extinguished
就算,就算
演目,Repertoire
宗臣,Submit
自傷,self harm
アーティー,Arty
補習,Remedial
安野,Anno
支離,支離
気道,Respiratory tract
天敵,Natural enemy
用務,Janitorial
メモリアル,Memorial
白日,Broad daylight
安上がり,Cheaper
先発,Forerunner
取り払,Payment takes
文献,Literature
アバダ,Abada
算出,Calculation
恩師,Former teacher
力持ち,Strong man
起因,Due
通り魔,Phantom killer
広域,Wide area
アハッ,Aha
現世,This life
融解,Fusion
終日,All day
頓着,Care about
立てこも,Tatekomo
波形,Waveform
重点,Emphasis
ピラニア,piranha
アボカド,Avocado
最后,Most after
お～い,You hoo
大野,Ohno
更加脆弱,SaraKa vulnerable
志向,Intention
応報,Retribution
受胎,conception
発給,Issued
激変,Upheaval
頃合,Suitable time
本編,Main
疑り深,Depth skeptical
色白,Fair skin
回りくど,Mawarikudo
無気力,Lethargy
財源,Resources
持ち上が,Mochiaga
形勢,Situation
効き目,efficacy
大賞,First prize
純平,Junpei
理科,Science
だまし取,Damashito
全隊,Entire force
サビアーノ,Sabiano
燻製,Smoking
久,Hisashi
縫製,Sewing
着物,kimono
学力,Academic skills
発育,development
アテルナ,Ateruna
年季,Seasoned
発病,Attack
あの〜,that~
読み返,Returns reading
歯止め,Brake
手頃,Moderate
心音,Heart sound
地階,The basement
取り止め,Rambling
アウグストス,Augustus
量産,Mass production
界隈,Neighborhood
野伏,Rangers
深層,Depth
高地,Highlands
内定,Job offer
新発田,Shibata
岩石,rock
旋風,whirlwind
富言,Wealth word
メ～,Menu -
アブルーチ,Aburuchi
風切り,Wind
小瓶,Small bottle
アーマネット,Erma net
象牙,ivory
居言,WESTERN
高騰,Soaring
体臭,body odor
分院,Branch temple
時中,In time
博簡,Hiroshi簡
割れ目,crack
深部,Deep
アイスリング,Aisling
言い表せ,Beyond description
高鳴,Tacana
半月,Half-moon
親交,Friendship
フアレス,Juarez
アーント,Arndt
説き伏せ,Persuaded
武運,Fortunes of war
如来,Tathagata
泣き止,Stop crying
引取り,Taking over
一代,One generation
記章,insignia
ふ～ん,Fu ~
時─,Time ─
２、,"2,"
日の,Of the day
施術,Treatment
手探り,Fumbling
ミスランディア,Miss Randy A
馬主,Owner
下調べ,Preliminary investigation
歌い,Sing
着想,idea
張峰,Choho
盲人,Blind person
給食,School lunch
気乗り,Halfhearted
二流,Second rate
狭間,Hazama
絶大,Tremendous
本分,Duty
内科,Internal medicine
八九,Eighty-nine
ライジェリア,Raijeria
小島,Islet
脳死,brain death
ソコヴィア,Sokovia
罰則,The penalty
奔放,Uninhibited
アルゴス,Argos
鋭利,Sharpness
炭化,Carbonization
痴話,Chiwa
病者,The sick
壺言,Pot saying
当座,current
一派,Sect
戦勝,Victory
高らか,Loud
戦法,Tactics
便乗,Piggybacking
テディベア,Teddy bear
殺ろ,To do
変り,Change
盲目的,blind
禁制,Prohibition
無我,Selflessness
入館,Admission
９千,9 thousand
五感,five senses
死に様,Like death
後進,The reverse
馬泥棒,Horse thief
元帳,ledger
国選,Court-appointed
大業,Dae
あっち側,Over there side
アーミー,Army
現物,Kind
配り,Distribute
突き合わ,Match-
さあー,Sa
回想,Reminiscence
小賢し,Kozakashi
長野,Nagano
安岡,Yasuoka
淋病,Gonorrhea
復学,Return to school
瑠里子,Ruriko
飛び上が,Tobiaga
天文学,astronomy
貢ぎ物,Tribute
助けあ,Tasukea
生き様,Way of life
連発,Firing in rapid succession
寝過ご,Sleep over your
しかめっ面,Frowning
玉子,egg
高架,Elevated
食いちぎ,Eating Tochigi
器物,Receptacle
人型,Humanoid
取りやめ,Canceled
アウ,Au
謀殺,Premeditated murder
象限,Quadrant
地殻,Earth's crust
アム,Am
短所,Shortcoming
手厚,Teatsu
アラル,Aral
接戦,Close contest
短編,Short story
家柄,Pedigree
連勝,Consecutive victories
少なめ,Fewer
あらわれ,Appear
本丸,Inner citadel
製油,Refinery
向かい側,Opposite side
一転,Turn
回廊,corridor
オセアニア,Oceania
たき火,Bonfire
空輸,Air transport
修業,Studying
アシュレイ,Ashley
嶋田,Shimada
上訴,appeal
前世,Previous existence
か国,Countries
公道,Public road
言い値,Asking Price
熱病,fever
柏木,Kashiwagi
公害,Pollution
機知,wit
鉗子,forceps
華々し,Hanabanashi
仕上がり,finish
前祝い,Celebration in anticipation
定食,Set meal
手車,Handcart
論議,Discussion
ジュリアス,Julius
愛撫,caress
常勤,Full-time
回教,Islam
さしあげ,Give you
完成体,Complete body
アジ,Horse mackerel
時世,Jisei
転回,Rotation
祭司,priest
大小,Size
以瀬,以瀬
値上がり,Rise
照らし合わせ,Alignment light
ウェアウルフ,Werewolf
五島,Goto
率先,Taking the initiative
あっつ,Attu
問い詰め,Confronted
分かり合,Understand if
無残,Cold-bloodedness
耕治,Koji
雌馬,mare
大層,Very much
博識,Extensive knowledge
鉱業,Mining industry
両人,Both people
掻き回,Scraping Kai
物心,Discretion
片親,One Parent
外洋,The open sea
領分,The preserve
後―,rear-
アギ,Agi
乗り心地,Ride
弾着,Bullet clothes
アレンデ,Allende
部数,Number of copies
泰葉,Yasuha
併合,Annexation
手管,Tekuda
オセチア,Ossetia
巡り合,Tour of case
間者,Spy
先送り,Postponed
道程,Journey
持ち帰れ,Mochikaere
気合い,Fighting spirit
古株,Veteran
目眩,Dizziness
復者,Recovery's
小松原,Komatsubara
簿記,bookkeeping
牝馬,Mare
選曲,Music selection
パイオニア,pioneer
造花,Artificial flowers
矛先,Point of spear
白浜,Shirahama
アグ,UGG
あてはま,True for
主教,Bishop
長持ち,Long-lasting
既成,Established
振り付け,Choreography
アドベンチャー,Adventure
王言,Ogen
石垣,Stone wall
世捨て,Discard the world
半速,Half speed
アリング,Bearings
取りあえず,For the time being
行員,Bank clerk
近場,Not far away
妖術,witchcraft
インデアン,Indians
かく乱,Disturbance
ロア,Lower
博打,gambling
シャイアン,Cheyenne
順風,Favorable wind
後輩,junior
呼気,Exhalation
母性,maternal
苛立たし,Frustrating Shi
機銃,Machine gun
平手打ち,slap
下界,Lower bounds
脳天,Crown of head
男手,Otokode
し直,Linearized
州内,The state
礼状,Letter of thanks
金具,Metal fittings
歩き回れ,Wander around the grounds
投げ返,Return throw
生きれ,Live is
バシアン,Bashian
回り込め,Mawarikome
平た,Hirata
水牛,water buffalo
南天,Southern sky
小包み,Parcel
アダムズ,Adams
石像,Stone statue
開腹,Laparotomy
感化,Inspiration
謎解き,To solve a mystery
持ち出せ,Mochidase
満州,Manchuria
熟成,Aging
アロンソ,Alonso
使い古し,Worn-out
異物,Foreign matter
騒然,Noisy
教頭,Assistant principal
芸当,Feat
ヾ力,Isuzu force
あずか,Deposit
つかの間,Brief moment
渦中,Whirlpool
洋美,Hiromi
城塞,Citadel
保ち,Keep
未決,pending
王政,monarchy
棄教,Apostasy
平坦,flat
公益,Public
欲情,The lust
関税,Tariff
来了,RaiRyo
公示,Public announcement
公社,Public corporation
撹乱,Disturbance
立入り,Entrance
面影,Vestiges
あか,Grime
全知,omniscience
引き伸ば,If pull Shin
音源,sound source
各人,Each person
フオアン,Fuoan
消しゴム,eraser
吹き回し,Fukimawashi
全人生,Whole life
取扱い,Handling
下向き,Face down
死な,Die
入賞,Winning a prize
あやう,Danger
一途,Ever
当てつけ,Allusion
回頭,Turning round
平野,Plain
成田,Narita
駆け足,Double time
アテナ,Athena
一下,One under
アチャム,Achamu
不同,Irregularity
色合い,Tint
あべこべ,Other way around
石けん,The soap
隷属,Subordination
申し付け,Tell
流浪,Wandering
図体,Zutai
外道,Heretical doctrine
島々,Islands
街路,street
真直ぐ,Straight
身振り,gesture
仕事先,Work destination
卑下,Humility
終始,From beginning to end
添加,Addition
取り締ま,Torishima
王見,See the king
波動,The wave
内乱,Civil war
誘因,Incentive
披露目,Debut
訃報,News of a death
一足,pair
選び出,Out Select
ミュージアム,Museum
激流,Raging stream
わ〜,I ~
アナフィラキシー,Anaphylaxis
後続,Succeeding
し屋,To shop
アシスト,assist
ロードアイランド,Rhode Island
有史,The dawn of history
在地,Hometown
墙之外,墙之 outside
アラット,Aratto
到城,Itashiro
飼料,feed
品切れ,Out of stock
幻化,Maboroshika
呼唤,Ko唤
主力,Main force
拾起,JitsuOkoshi
月刊,Monthly publication
散落一,Chi落 one
宗派,Sect
砂器,Sand unit
立て込,Included stand
死臭,Stench of death
久富,Hisatomi
医科,Medicine
眠気,sleepiness
策士,Schemer
行程,Distance
月並み,Every month
生まれも,Also born
支,Supporting
アスコット,Ascot
左目,left eye
優遇,Favorable treatment
アルト,Alto
安値,Low price
生憎,Unfortunately
手離,TeHanare
イラリア,Ilaria
あずけ,Entrusts
聖子,Seiko
安眠,Good night's sleep
華氏,Fahrenheit
大作,Epic
ブリアンナ,Burian'na
り合,Rigo
ま〜,Or ~
左門,Samon
秒速,per second
命日,Death anniversary
参入,Entry
小澤,Ozawa
特筆,Special mention
映し出,Out reflects
立役者,Driving force behind
素っ裸,Naked
アゥ,Au
損得,Loss and gain
ウィリアムソン,Williamson
先天,Congenital
ジョサイア,Josiah
十二指腸,duodenum
初戦,First match
天志,Tenkokorozashi
温水,Warm water
横転,Rollover
非難し,Condemned to
僻地,Remote place
散策,Walking
映り,Reflection
張本,Chohon
横峯,Yokomine
オフショア,Offshore
初演,First performance
景品,Premium
金目,Monetary value
小林,Kobayashi
前倒し,Ahead of schedule
あはは,Well done
素振り,Practice swing
歯並び,Row of teeth
共演,Co-starring
安详,Ahn 详
事話,Kotohanashi
手厳し,Tekibishi
雨水,Rain water
アフター,After
遅番,Late shift
親玉,Boss
出来る,Be able to
商標,trademark
アドニス,Adonis
